name,description,model,posted_at,image_url,price,status,mileage,location,country
تويوتا,"2012, تويوتا, هيلوكس, GLX",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/90/4a/904ac93073ab02bcc9df4718d7d7a7ff608d635a06f42f849c27f96e80cf6ff9.jpg.webp,"3,003,900 ريال",مستعمل,200000.0,"أخرى, المحويت",Yemen
تويوتا,"2016, تويوتا, افالون, XLE",2016.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/5f/77/5f773fc87f514c59527a663e42a8e2053d54a825cf66af530665f2f01ae63f5e.jpg.webp,"2,753,575 ريال",مستعمل,14999.5,"أخرى, مأرب",Yemen
,2025,2025.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/17/59/1759ba06badb43af39a440e471efca5dd5608d7ce9b1184b74e38e2c7dc64c3e.jpg.webp,"225,000 ريال",جديد,,"مديرية البريقه, عدن",Yemen
تويوتا,"2012, تويوتا, كورولا, SE",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/ed/aa/edaacddc687c501c01737cc2be82740281f136cc32db5caa618aa41c3c26ee93.jpg.webp,"750,975 ريال",مستعمل,174999.5,"شارع هايل, صنعاء",Yemen
,للبيع رقم مميز,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/58/a6/58a6caaae5f6364dbe36b0699378d490e9145a0105a51ab92714e58d53d8d3fc.jpg.webp,"100,130 ريال",,,"ميدان التحرير, صنعاء",Yemen
تويوتا,"2017, تويوتا, يارس, SE",2017.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/c5/48/c5489eb1f6fb7b9338770e4efb750722b3198791610d36d92bad1f323395f05b.jpg.webp,"1,451,885 ريال",مستعمل,154999.5,"مديرية المعين, صنعاء",Yemen
تويوتا,"1989, تويوتا, لاند كروزر, GXR",1989.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b4/41/b441a7a409fab0a434597ec41d08bc1cc4adfbed2b1b618818986119b7734d91.jpg.webp,"1,839,889 ريال",مستعمل,34999.5,"الظهار, إب",Yemen
تويوتا,"2012, تويوتا, راف فور, Sport",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/1a/69/1a691d28a65c5956bcdb9c008fb9625e89aab0586ef7dbc649c85f3a3dd0420b.jpg.webp,"2,202,860 ريال",مستعمل,104999.5,"السبعين, صنعاء",Yemen
تويوتا,"2010, تويوتا, راف فور, Standard",2010.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/3b/21/3b216609f5f3ecb8f099b572a0f40f1b446883ab2851bc907b0317a60013e480.jpg.webp,"2,127,763 ريال",مستعمل,144999.5,"السبعين, صنعاء",Yemen
تويوتا,"2012, تويوتا, راف فور, Limited",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/1d/ab/1dab7cb49e2ec9c6799e73b38ef10a1e3c29e4904d0e0575533b12ef9af107d3.jpg.webp,"2,453,185 ريال",مستعمل,174999.5,"السبعين, صنعاء",Yemen
تويوتا,"2008, تويوتا, هايلاندر, Limited",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/c3/24/c3241ce5b4869c3d736d2d1e8a1894ed9eb64c6f217860df9f14d66808bae8ce.jpg.webp,"2,127,763 ريال",مستعمل,200000.0,"السبعين, صنعاء",Yemen
تويوتا,"2009, تويوتا, هايلاندر, Limited",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/a1/21/a121b0c69f5f77e8aa9e7d727964486959b62bd927276976888748651bcbf485.jpg.webp,"2,753,575 ريال",مستعمل,174999.5,"السبعين, صنعاء",Yemen
هيونداي,"2013, هيونداي, توسان, Limited",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/ef/38/ef38756a12b609cc97b297a3caff761d1a4d021b11ebdee2e91eb6064dacc402.jpg.webp,"1,126,463 ريال",مستعمل,104999.5,"شارع هايل, صنعاء",Yemen
تويوتا,"2012, تويوتا, راف فور, Limited",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b7/f1/b7f14a0b16bed689b1aac77051fbc26efe364401ce7c51c6b5d4c23973f3ee6b.jpg.webp,"1,952,535 ريال",جديد,0.0,"بير الشايف, صنعاء",Yemen
,صالون قديم,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/71/7e/717ea3b34ce262ad9216c23e2fe6159a9607dea9947549bcdc5a89ffc0914136.jpg.webp,"12,000 ريال",,,"أخرى, إب",Yemen
كيا,"2011, كيا, برايد, LX",2011.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/30/b3/30b3455b192e977286529790b707555839035d60ae85845607906a0ea323a634.jpg.webp,"1,126,463 ريال",جديد,0.0,"الاصبحي, صنعاء",Yemen
,2015,2015.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/bf/8a/bf8ab62fb0a7b0544137e6179f9a34538260e69932e9c3a09419f1e8f3e4ee67.jpg.webp,"1,501,950 ريال",,,"السبعين, صنعاء",Yemen
تويوتا,"2007, تويوتا, هايلاندر, Limited",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/8b/23/8b23a872718e7550f6296242291bbc41657b73551829adb329993889008e5722.jpg.webp,"1,451,885 ريال",جديد,0.0,"بير الشايف, صنعاء",Yemen
هيونداي,"2012, هيونداي, توسان, GL",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/39/8a/398a17db3fa2a34df441cc64ed9c59b19597efcf6015ba2957ccc3e52af4d72a.jpg.webp,"1,051,365 ريال",مستعمل,154999.5,"الاصبحي, صنعاء",Yemen
هيونداي,"2005, هيونداي, توسان",2005.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/75/6d/756d58baf533fa52916bea2c13687a6e2fd47fe8b787fe41c68f91273a6c7f84.jpg.webp,"1,176,528 ريال",مستعمل,134999.5,"أخرى, عمران",Yemen
تويوتا,"2013, تويوتا, بريوس, Prius C",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/73/3b/733b3260cd59aae3a2ca076406768fb6e13102b23722d9e3a3f14f4e3e38c22d.jpg.webp,"1,126,463 ريال",مستعمل,200000.0,"أخرى, صنعاء",Yemen
تويوتا,"2015, تويوتا, هيلوكس, GL",2015.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/de/eb/deebd476bb460b0590f95e512a654a94ff17d08c025ae44a94c11f6b2e0f7eff.jpg.webp,"3,003,900 ريال",جديد,0.0,"الاصبحي, صنعاء",Yemen
,2025,2025.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/1d/4b/1d4b89a1f2df2892fdc01ccc1239fdd8d7076d6588a05d150440183ea32f5b79.jpg.webp,"220,000 ريال",جديد,,"مديرية البريقه, عدن",Yemen
هيونداي,"2008, هيونداي, سنتافي, Limited",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/43/4e/434e3bf4b1867e53e80eb806660433d1d6a693c9def96a85a83e4713e658f038.jpg.webp,"801,040 ريال",مستعمل,154999.5,"أخرى, صنعاء",Yemen
تويوتا,"2012, تويوتا, يارس, Basic",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/cf/04/cf044897a5321af8b00a19a1dd84396493f2f55a8e72be631dfec2c1091a662f.jpg.webp,"1,076,398 ريال",مستعمل,154999.5,"سيئون, حضرموت",Yemen
تويوتا,"2006, تويوتا, كورولا, AE86",2006.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/5d/f9/5df951854befbe383882cb47d8bce9687686c6eee16d482625646be55f902302.jpg.webp,"1,500,000 ريال",مستعمل,200000.0,"الجراف الغربي, صنعاء",Yemen
دايو,"2007, دايو, ماتيز",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/24/3b/243b2c5d25bf8cd7ab57704e5e9882dcc29cb84fd1cfb33625619c62d7e78eb4.jpg.webp,"700,000 ريال",مستعمل,200000.0,"شملان, صنعاء",Yemen
تويوتا,"2007, تويوتا, تاكوما, Limited",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/17/a1/17a1385435a6e78519d034b58cf987eaa0d420cb618e77f60b28d433a18a3fd9.jpg.webp,"1,877,438 ريال",مستعمل,144999.5,"أخرى, إب",Yemen
تويوتا,"2013, تويوتا, افالون, XLE",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/15/a7/15a742e85063deab63f0f0727c2bcb6601a8d6b8ed5e5878dc69e4b96cbb0367.jpg.webp,"2,503,250 ريال",مستعمل,144999.5,"ميدان التحرير, صنعاء",Yemen
آي إم,"2007, آي إم, IM L7",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/6a/11/6a1103e3a5d8dc90e0541d9b64c60e79fce16ae0f3d832ea9e51697ecf195ecd.jpg.webp,"1,500,000 ريال",مستعمل,5499.5,"دار سلم, صنعاء",Yemen
تويوتا,"2010, تويوتا, يارس, S",2010.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/2e/15/2e150b4bc37aafcd848bb3a42a4794dd289f6bf71f813438fb14ef05ff82c04a.jpg.webp,"1,001,300 ريال",مستعمل,5499.5,"مديرية المعين, صنعاء",Yemen
تويوتا,"2002, تويوتا, كامري, GLI",2002.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/36/99/369985aed8a3af24cc60d8a1b453ccb3c75c1d64b12265648685e3b4e4d86126.jpg.webp,"1,126,463 ريال",مستعمل,104999.5,"شيخ عثمان, عدن",Yemen
تويوتا,"2002, تويوتا, كامري, GLI",2002.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/83/08/8308b2bd34743abf3cfe8c43b9f44dffe27f38f657946cbd7fe816e2aff27eb9.jpg.webp,"1,126,463 ريال",مستعمل,104999.5,"الاصبحي, صنعاء",Yemen
هيونداي,"2008, هيونداي, جيتز, Standard",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/55/56/55568aa37598492ba6fb1d3cc12243feeba0ef18b01937cf2f6ac6e3e26bdc4f.jpg.webp,"800,000 ريال",مستعمل,200000.0,"الحثيلي, صنعاء",Yemen
,2005,2005.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/6e/8c/6e8ca78f7cbbac5aa50992f4f4978a292a30ee4a493d327050a3ab8095aead6e.jpg.webp,"6,500,000 ريال",,,"مديرية التعزية, تعز",Yemen
هيونداي,"2013, هيونداي, اكسنت, GL",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/00/a0/00a04ccbe4db3f335b37fcc8c75a62576c6efee0311229672eeb26bda9f72720.jpg.webp,"625,813 ريال",مستعمل,114999.5,"مديرية المعين, صنعاء",Yemen
تويوتا,"2021, تويوتا, لاند كروزر, GXR",2021.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b0/e5/b0e55cad035020f2e03abd9763120c6f990db599d18a9312ec226ced08515bc8.jpg.webp,"17,522,751 ريال",مستعمل,64999.5,"شملان, صنعاء",Yemen
,خوذة دراجة نارية وجه كامل مع زجاج عادي وعاكس,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/e9/c2/e9c27cdb783c0ee3782d7307ed0305692785969250350f35120382a902e31b3f.jpg.webp,"7,000 ريال",جديد,,"مديرية الصافية, صنعاء",Yemen
تويوتا,"2007, تويوتا, اخرى",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/ef/27/ef27092294775e5d7528632e6976284c8a78cd4599b9eb9871c366f70eabb8bc.jpg.webp,"1,550,000 ريال",مستعمل,200000.0,"السبعين, صنعاء",Yemen
أودي,"1992, أودي, اخرى",1992.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/62/85/628507de4a84ad73e1e79fcd2ce4a41ec9ce1565dd0bc6e830c9bd5c112fd78a.jpg.webp,"250,000 ريال",مستعمل,200000.0,"شارع هايل, صنعاء",Yemen
هيونداي,"2005, هيونداي, سنتافي, Limited",2005.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/65/f3/65f31a6759c7852032b2f91a1635048d5e388ab5c319e7fe99700629ddbdd133.jpg.webp,"334,818,476 ريال",مستعمل,200000.0,"السبعين, صنعاء",Yemen
هيونداي,"2003, هيونداي, النترا, Sport",2003.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/0c/8a/0c8a4d235b72a6c25cab8f3fa527264ace7788e7ba51e89ea5003dbc5473320d.jpg.webp,"1,500,000 ريال",مستعمل,200000.0,"سعوان, صنعاء",Yemen
,2000,2000.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/22/fb/22fb69c583522bf74f8c06247f0b6f19de05fc178c1e582f6a1714a77d69cccc.jpg.webp,"1,001,300 ريال",,,"القطن, حضرموت",Yemen
,2003,2003.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/5b/89/5b89abe834ec43ec0bdb3c61358b4f02a3d21a9de1e1537c5c1142362086c507.jpg.webp,"1,752,275 ريال",,,"سيئون, حضرموت",Yemen
مرسيدس بنز,"2016, مرسيدس بنز, الفئة-E, E 350",2016.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/78/75/78750120a2277dd958ec12799b53d38ca9e0e1cc2d164e1fb2b847dda43aced7.jpg.webp,"3,254,225 ريال",مستعمل,64999.5,"الاصبحي, صنعاء",Yemen
تويوتا,"2016, تويوتا, راف فور, Limited",2016.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/8d/68/8d6865d7ecfafeebde5c5150146010977a66d514034ada58715f59346d922137.jpg.webp,"3,479,518 ريال",مستعمل,134999.5,"أخرى, عدن",Yemen
,1975,1975.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/19/18/1918127e40d53ee776c1b179c25578f3ecc9082cfd6b8357b981a0c6b1fd6be1.jpg.webp,"60,000 ريال",مستعمل,,"العروق, صنعاء",Yemen
تويوتا,"2001, تويوتا, كامري, Core",2001.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/7c/6e/7c6e72f43c2062f990a78efd634cff35c25f7f8bb06af2fae0eb1616493faacd.jpg.webp,"500,650 ريال",مستعمل,5499.5,"أخرى, عدن",Yemen
تويوتا,"2009, تويوتا, كورولا, XLI",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/fd/00/fd00a259b88f10225e4ebe17bcfd1b1a29a01701aa3143b0f0fd4c73670358f9.jpg.webp,"1,777,308 ريال",جديد,0.0,"الجراف الشرقي, صنعاء",Yemen
سوزوكي,"2010, سوزوكي, كاري",2010.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/39/af/39afee86f1f4bc8c51a983c63915e851e8853fb05cb0ea461ff4aaf582fe49b5.jpg.webp,"4,000,000 ريال",مستعمل,24999.5,"مديرية المعين, صنعاء",Yemen
هيونداي,"2007, هيونداي, اكسنت, SE",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/9e/0b/9e0beb66a2fb5d0ba3c4f346d649cb5bae7efff2b20ee3a4169c1e8a6b13fcb7.jpg.webp,"550,000 ريال",مستعمل,124999.5,"مديرية المعين, صنعاء",Yemen
هيونداي,"2009, هيونداي, النترا, GL",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/15/e4/15e4c0ece144ad766c47d5ef7caa4fa96a3a04b7046d7208ff8b12a9a82512eb.jpg.webp,"1,400,000 ريال",مستعمل,200000.0,"شملان, صنعاء",Yemen
كيا,"2006, كيا, سبورتاج, LX",2006.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/93/88/9388419b9f257fa58b88ab8496dea85d4e9ea9aec26db1747bb5379f34557649.jpg.webp,"783,133,257 ريال",جديد,0.0,"الروضة, صنعاء",Yemen
تويوتا,"2006, تويوتا, يارس, S",2006.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/a9/4c/a94c8d10ba04c6ebd1d853f0f99755546ce2edb3a19f2dae31d2bfd70b721700.jpg.webp,"851,105 ريال",مستعمل,104999.5,"أخرى, إب",Yemen
ميتسوبيشي,"1998, ميتسوبيشي, كانتر",1998.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/ca/24/ca24aa3f4c85ec0a683fbd52064fc7f8870a8111eab395c391ea3fd25a4f43c8.jpg.webp,"1,501,950 ريال",مستعمل,200000.0,"الجراف الشرقي, صنعاء",Yemen
,للبيع مسجله ة وكاله كيا مع الاطار  مورنينج 2012 الى 2017,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/b5/59/b55968e5252299845d698e5c9a9075dbcbf99307f89c6e114cfea34c6a96efd9.jpg.webp,"25,000 ريال",مستعمل,,"السبعين, صنعاء",Yemen
تويوتا,"2007, تويوتا, هايلاندر, Limited",2007.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/4a/05/4a0516cf6a82128acfa672b59409cc2bf203b0a602749e4085efcd33acf2564a.jpg.webp,"2,002,600 ريال",مستعمل,200000.0,"الجراف الشرقي, صنعاء",Yemen
كيا,"2015, كيا, سول, SX",2015.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/57/c9/57c915607aa552d4ad3a30373e377a35cf361fd6d3364ac5f184c2a4108fa36c.jpg.webp,"1,501,950 ريال",مستعمل,134999.5,"الحي السياسي, صنعاء",Yemen
,ماطور ابو الرجال مستعمل نظيف 150 كيلو  السعر 15500 دولار قابل للتفاوض,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/db/80/db80d7801d578d44b516b5ee222c03732eccac300b8632b7f9d66d13fb72bb3d.jpg.webp,"3,880,038 ريال",مستعمل,,"أخرى, عدن",Yemen
,وصل الجديد الأن مجموعة أدوات باور بنك خازن واشتراك سيارة ومعبي اطار,,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/c7/77/c777e90ebf3e1150de0109a67f2c903fccaafe62d2bdde9f7a2dcaa80a2d594b.jpg.webp,"25,000 ريال",جديد,,"أخرى, صنعاء",Yemen
تويوتا,"2013, تويوتا, اخرى",2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/61/a7/61a7b77c0290416b765e359a2a1c67e69e7d8fe5671c4eb3d9a2852c56b80ac7.jpg.webp,"3,500,000 ريال",مستعمل,154999.5,"السبعين, صنعاء",Yemen
تويوتا,"2009, تويوتا, هايلاندر, Limited",2009.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/7b/28/7b28a77bf49074d19143fb717e58ee517f1b0f0b7515fc3e8b1264e5d4286497.jpg.webp,"2,202,860 ريال",مستعمل,144999.5,"الاصبحي, صنعاء",Yemen
تويوتا,"2008, تويوتا, هايس, Cargo",2008.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/79/11/79117bfb062798890574a1459cfd41422e67c3559ae2cb9270986dcdc7de1360.jpg.webp,"2,900,000 ريال",مستعمل,200000.0,"جوله عمران, صنعاء",Yemen
كيا,"2011, كيا, سول, EX",2011.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/5d/ad/5dadb9fee66e1f46919f895d26a5bf9c6c8c1127e545da95b8e829d43d17a46d.jpg.webp,"1,451,885 ريال",جديد,0.0,"مديرية الوحدة, صنعاء",Yemen
سوزوكي,"2005, سوزوكي, ليانا",2005.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/4c/23/4c239190b48af2c198e0d0aec6701fd7303a04e70103b14362a95c868428f044.jpg.webp,"400,000 ريال",مستعمل,154999.5,"جولة آية, صنعاء",Yemen
,2013,2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/4d/03/4d03f9a5f5e1f7dd8c1476e6ef8b4494b22f2eca9e933fd8911f7aff2942fb26.jpg.webp,"300,390 ريال",مستعمل,,"سعوان, صنعاء",Yemen
,2020,2020.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/62/1f/621fedab4b01898e835b07a2f896e5e9ca991c3f7d1348ee924fc3896b38a9c8.jpg.webp,"118,904 ريال",مستعمل,,"أخرى, المكلا",Yemen
هيونداي,"2012, هيونداي, توسان, XRT",2012.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/7a/dc/7adc73c709d245da2e04b2f87aad5c93bb16ae0052d9de62a2572ad4beb9c92d.jpg.webp,"1,752,275 ريال",مستعمل,134999.5,"السبعين, صنعاء",Yemen
دايو,"2006, دايو, ماتيز",2006.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/ee/83/ee831d44c320bc2f4f5e8469b43d996225322058faf5f0d8b6fcbcb176b48411.jpg.webp,"400,520 ريال",مستعمل,194999.5,"حي الحصبة الشمالية, صنعاء",Yemen
ميتسوبيشي,"1992, ميتسوبيشي, اخرى",1992.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/21/f9/21f9b82130109cad35f84659373903ca8b8fa959c9d0559a4c1b84a843bde4bd.jpg.webp,"3,500,000 ريال",مستعمل,154999.5,"رداع, البيضاء",Yemen
كيا,"2011, كيا, برايد, LX",2011.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/0c/e1/0ce11c8a130695404bab6f24ae7d46bda99d27c878965a7743e23a6707cd94ee.jpg.webp,"1,620,000 ريال",مستعمل,194999.5,"شارع الشيراتون, صنعاء",Yemen
,2022,2022.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/75/ef/75ef054768f83e3c80dfa835b77f5b56d1a4da4d88826a4ca50595d08f88c7b2.jpg.webp,"190,000 ريال",مستعمل,,"الظهار, إب",Yemen
تويوتا,"2018, تويوتا, اخرى",2018.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/96/fb/96fbebd6f0b5f3ec969045acc526eac0010e7bc505b666c55a8d943c3c5c6173.jpg.webp,"23,780,877 ريال",جديد,0.0,"سعوان, صنعاء",Yemen
هيونداي,"2014, هيونداي, سنتافي, Limited",2014.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/fb/23/fb2346593bbf933da206e14e13a5377221c487edbaf2006a6f1da9ed4179344f.jpg.webp,"1,501,950 ريال",مستعمل,114999.5,"شيخ عثمان, عدن",Yemen
,2013,2013.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/7d/c9/7dc9ab6b9b967c01e95d7ac7cb74b71dd6cfc0569caf2d92df387994462773ae.jpg.webp,"50,000 ريال",جديد,,"مدينة ذمار, ذمار",Yemen
هيونداي,"2010, هيونداي, سوناتا, Eco",2010.0,2026-04-22,https://opensooq-images.os-cdn.com/previews/640x480/de/1f/de1f8b95172d305f662622f7085ca16b377c6047d44d9b199cb74bd3ed2ce3f5.jpg.webp,"776,008 ريال",جديد,0.0,"سعوان, صنعاء",Yemen
